asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score,decision,rule_reasons
A-000240,Apartment,US,New York,40.68625,-74.00639,B,USD,2025-10-30,57,160095.0,1968.0,24.0,14.0,3.0,2.0,1.0,106.0,520.0,23.94,7.5,Industrial,A,owner,3922.0,1.0,2.23,2.47,,,,,,,,,,True,Clean,True,2,REG-251550683,41824.0,73909.01,68486.89,0.6107,1.6375,0.742,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000241,Land Plot,US,San Jose,37.3229,-121.89181,B,USD,2025-10-30,22,340775.0,,,,,,,,4308.0,39.62,,Agricultural,,,,,,,B,False,,,,,,,,False,Clean,True,0,REG-927525976,1565655.0,3395825.22,3232472.93,0.4844,2.0646,0.758,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000242,Land Plot,UK,London,51.4981,-0.13551,A,USD,2025-10-30,22,361420.0,,,,,,,,6151.0,53.65,,Residential,,,,,,,C,False,,,,,,,,True,Clean,True,0,REG-278354106,2365626.0,5163811.94,5212130.24,0.4539,2.2033,0.859,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000243,Condo,FR,Paris,48.8317,2.37245,C,USD,2025-10-30,25,192673.0,2000.0,14.0,31.0,0.0,2.0,2.0,230.0,274.0,18.28,17.84,Mixed,A,owner,3615.0,0.0,1.48,0.99,,,,,,,,,,True,Pending Verification,False,1,REG-903729973,44515.0,72762.94,77801.99,0.5722,1.7478,0.688,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000244,Apartment,DE,Berlin,52.51949,13.42688,B,USD,2025-10-30,36,117964.0,1989.0,10.0,20.0,2.0,1.0,0.0,156.0,914.0,8.54,18.7,Industrial,B,owner,5143.0,1.0,1.35,1.3,,,,,,,,,,False,Clean,False,1,REG-985882609,27844.0,62537.75,63599.61,0.4378,2.2841,0.746,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000245,Car,VN,Ho Chi Minh,10.79978,106.64522,C,USD,2025-10-30,49,68325.0,,,,,,,,,,,,,,,,,,,,2023 Honda C-Class,2023.0,205608.0,2016.0,0.0,13.0,2.0,False,Clean,True,1,REG-645552309,23460.0,61358.85,62555.23,0.375,2.6665,0.716,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000246,Land Plot,VN,Hanoi,21.03655,105.80879,C,USD,2025-10-30,10,252542.0,,,,,,,,6514.0,7.96,,Agricultural,,,,,,,B,True,,,,,,,,True,Pending Verification,False,0,REG-933752469,1363719.0,2643764.18,2551673.96,0.5344,1.8711,0.721,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000247,Land Plot,JP,Tokyo,35.68469,139.65819,B,USD,2025-10-30,55,94818.0,,,,,,,,5295.0,31.28,,Residential,,,,,,,C,True,,,,,,,,True,Pending Verification,True,0,REG-369682206,297143.0,928739.55,885370.18,0.3356,2.9796,0.856,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000248,House,US,New York,40.68619,-73.99233,B,USD,2025-10-30,4,460443.0,2021.0,0.0,4.0,2.0,2.0,2.0,2323.0,1441.0,21.12,5.38,Mixed,B,owner,2843.0,0.0,3.01,0.02,,,,,,,,,,True,Clean,True,0,REG-851449970,254951.0,320451.9,302440.25,0.843,1.1863,0.77,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000249,Apartment,US,San Jose,37.32351,-121.88248,C,USD,2025-10-30,52,136408.0,1973.0,16.0,28.0,5.0,2.0,2.0,338.0,943.0,8.53,4.31,Residential,B,owner,102.0,0.0,1.73,0.89,,,,,,,,,,True,Clean,False,0,REG-211735011,27975.0,43920.56,45681.33,0.6124,1.6329,0.759,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000250,Condo,UK,London,51.49409,-0.11284,C,USD,2025-10-30,7,124744.0,2018.0,17.0,5.0,5.0,1.0,2.0,276.0,443.0,12.96,23.34,Residential,B,owner,3257.0,1.0,1.02,0.69,,,,,,,,,,False,Clean,False,1,REG-769059889,43862.0,57340.7,61081.41,0.7181,1.3926,0.564,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000251,Apartment,FR,Paris,48.84532,2.32128,D,USD,2025-10-30,14,143769.0,2011.0,15.0,2.0,2.0,1.0,0.0,71.0,495.0,18.58,5.67,Residential,B,tenant,4795.0,0.0,1.86,1.23,,,,,,,,,,True,Clean,True,1,REG-503858366,31106.0,44429.46,43851.71,0.7093,1.4098,0.629,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000252,Condo,DE,Berlin,52.5153,13.41021,A,USD,2025-10-30,33,147462.0,1992.0,4.0,38.0,1.0,1.0,0.0,363.0,261.0,15.98,20.63,Residential,B,owner,3056.0,0.0,3.37,1.41,,,,,,,,,,False,Clean,True,0,REG-673550298,61848.0,91510.78,91570.51,0.6754,1.4806,0.902,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000253,Car,VN,Ho Chi Minh,10.76921,106.69353,A,USD,2025-10-30,50,28950.0,,,,,,,,,,,,,,,,,,,,2014 Toyota F-150,2014.0,85330.0,4120.0,1.0,13.0,1.0,True,Clean,True,0,REG-897096626,7709.0,10819.23,11699.5,0.6589,1.5176,0.876,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000254,House,VN,Hanoi,21.02093,105.86709,C,USD,2025-10-30,19,235012.0,2006.0,0.0,5.0,5.0,1.0,1.0,2847.0,1062.0,6.92,24.19,Industrial,B,tenant,3328.0,0.0,3.02,2.99,,,,,,,,,,True,Clean,False,1,REG-961833189,63316.0,106999.29,101882.07,0.6215,1.6091,0.684,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000255,Condo,JP,Tokyo,35.67623,139.73231,C,USD,2025-10-30,9,92573.0,2016.0,9.0,25.0,0.0,3.0,1.0,135.0,962.0,11.33,14.49,Residential,B,owner,1711.0,0.0,0.96,1.29,,,,,,,,,,False,Clean,True,1,REG-401901332,25059.0,49776.88,53292.64,0.4702,2.1267,0.665,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000256,Land Plot,US,New York,40.68656,-74.022,A,USD,2025-10-30,55,314784.0,,,,,,,,3535.0,23.91,,Industrial,,,,,,,C,True,,,,,,,,True,Clean,True,1,REG-327730268,1027158.0,2700111.88,2519755.57,0.4076,2.4531,0.923,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000257,Condo,US,San Jose,37.32901,-121.89874,B,USD,2025-10-30,52,238827.0,1973.0,14.0,34.0,1.0,2.0,0.0,286.0,723.0,23.47,20.99,Mixed,D,tenant,1222.0,0.0,2.37,0.95,,,,,,,,,,True,Clean,True,0,REG-652891701,60316.0,118655.14,130786.58,0.4612,2.1684,0.853,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000258,Land Plot,UK,London,51.49523,-0.13765,A,USD,2025-10-30,14,188304.0,,,,,,,,3147.0,50.55,,Agricultural,,,,,,,B,True,,,,,,,,True,Disputed,True,0,REG-956649202,637989.0,2024658.13,2131411.65,0.2993,3.3408,0.908,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000259,Apartment,FR,Paris,48.84248,2.34806,C,USD,2025-10-30,48,198440.0,1977.0,22.0,31.0,5.0,1.0,0.0,114.0,55.0,6.24,8.15,Mixed,C,vacant,1276.0,0.0,1.9,0.01,,,,,,,,,,False,Clean,False,0,REG-297205006,35408.0,70002.1,73055.94,0.4847,2.0633,0.694,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000260,Condo,DE,Berlin,52.53181,13.39678,B,USD,2025-10-30,33,172422.0,1992.0,18.0,20.0,2.0,1.0,0.0,308.0,226.0,25.27,10.23,Residential,B,owner,4648.0,0.0,3.77,1.58,,,,,,,,,,True,Clean,True,0,REG-209001284,37246.0,78134.06,78534.19,0.4743,2.1085,0.814,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000261,Land Plot,VN,Ho Chi Minh,10.76519,106.69916,D,USD,2025-10-30,38,373300.0,,,,,,,,1224.0,24.65,,Industrial,,,,,,,B,True,,,,,,,,False,Pending Verification,True,0,REG-835650582,374099.0,561848.63,581880.48,0.6429,1.5554,0.68,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000262,Land Plot,VN,Hanoi,20.99933,105.84984,A,USD,2025-10-30,57,206062.0,,,,,,,,2208.0,50.47,,Commercial,,,,,,,B,False,,,,,,,,False,Clean,False,0,REG-354173633,384257.0,1268490.63,1371736.5,0.2801,3.5698,0.92,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000263,Car,JP,Tokyo,35.69053,139.70118,A,USD,2025-10-30,3,46662.0,,,,,,,,,,,,,,,,,,,,2020 Hyundai Civic,2020.0,15132.0,1353.0,0.0,4.0,1.0,False,Clean,False,0,REG-220462887,12826.0,34600.75,34810.51,0.3685,2.7141,0.842,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000264,Condo,US,New York,40.69663,-74.03373,B,USD,2025-10-30,12,110319.0,2013.0,11.0,21.0,3.0,2.0,2.0,309.0,25.0,4.01,12.46,Mixed,D,vacant,2196.0,1.0,1.5,1.31,,,,,,,,,,True,Clean,False,0,REG-929133415,44992.0,71234.33,78339.05,0.5743,1.7412,0.694,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000265,Car,US,San Jose,37.37629,-121.88989,D,USD,2025-10-30,10,46292.0,,,,,,,,,,,,,,,,,,,,2018 Ford Civic,2018.0,119305.0,3183.0,1.0,7.0,2.0,False,Clean,False,1,REG-864174307,15751.0,22729.78,24122.17,0.653,1.5315,0.592,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000266,Land Plot,UK,London,51.50759,-0.08945,A,USD,2025-10-30,11,193813.0,,,,,,,,1215.0,36.36,,Industrial,,,,,,,A,False,,,,,,,,True,Pending Verification,True,0,REG-534476532,437139.0,686504.89,696366.9,0.6277,1.593,0.94,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000267,Car,FR,Paris,48.88351,2.31474,C,USD,2025-10-30,22,53890.0,,,,,,,,,,,,,,,,,,,,2017 BMW Corolla,2017.0,153636.0,2668.0,0.0,5.0,1.0,False,Clean,True,0,REG-855650429,17709.0,29518.04,28728.39,0.6164,1.6222,0.69,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000268,Car,DE,Berlin,52.54722,13.37714,C,USD,2025-10-30,19,27764.0,,,,,,,,,,,,,,,,,,,,2019 Honda Corolla,2019.0,167211.0,1981.0,0.0,13.0,2.0,False,Clean,False,2,REG-157914083,11718.0,15324.34,17077.02,0.6862,1.4573,0.667,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000269,Condo,VN,Ho Chi Minh,10.78631,106.67827,B,USD,2025-10-30,34,274640.0,1991.0,2.0,6.0,4.0,1.0,2.0,212.0,346.0,12.48,6.46,Mixed,E,tenant,1385.0,1.0,1.97,2.24,,,,,,,,,,True,Clean,True,1,REG-274691522,85064.0,129183.28,140536.98,0.6053,1.6521,0.769,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000270,Condo,VN,Hanoi,21.0314,105.80288,C,USD,2025-10-30,34,91981.0,1991.0,22.0,23.0,1.0,2.0,2.0,368.0,34.0,18.94,15.82,Commercial,C,owner,1737.0,1.0,1.52,1.58,,,,,,,,,,True,Clean,True,1,REG-626151890,17953.0,29973.41,28652.14,0.6266,1.596,0.64,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000271,Land Plot,JP,Tokyo,35.66029,139.70341,C,USD,2025-10-30,26,61052.0,,,,,,,,6694.0,38.31,,Agricultural,,,,,,,B,False,,,,,,,,False,Clean,True,0,REG-235331097,408623.0,658196.45,580708.6,0.7037,1.4211,0.656,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000272,Car,US,New York,40.72568,-74.00295,A,USD,2025-10-30,10,68257.0,,,,,,,,,,,,,,,,,,,,2016 Honda Civic,2016.0,215029.0,1378.0,0.0,7.0,1.0,True,Clean,False,0,REG-752693119,16347.0,28119.96,28360.54,0.5764,1.7349,0.926,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000273,Land Plot,US,San Jose,37.34025,-121.92082,A,USD,2025-10-30,53,78540.0,,,,,,,,3592.0,37.49,,Residential,,,,,,,B,False,,,,,,,,True,Clean,False,0,REG-986419988,535569.0,708485.16,738555.61,0.7252,1.379,0.846,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000274,Land Plot,UK,London,51.5091,-0.11566,B,USD,2025-10-30,41,380854.0,,,,,,,,2101.0,54.05,,Commercial,,,,,,,C,True,,,,,,,,True,Clean,False,0,REG-993589532,1383176.0,1883346.6,1936526.87,0.7143,1.4001,0.821,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000275,Condo,FR,Paris,48.86742,2.36205,C,USD,2025-10-30,52,200024.0,1973.0,9.0,34.0,1.0,3.0,1.0,345.0,420.0,4.39,4.89,Industrial,C,vacant,1171.0,0.0,2.49,0.74,,,,,,,,,,True,Clean,False,0,REG-855493985,33450.0,75076.54,84420.77,0.3962,2.5238,0.763,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000276,House,DE,Berlin,52.49352,13.39454,C,USD,2025-10-30,39,323798.0,1986.0,0.0,1.0,2.0,3.0,2.0,1374.0,4209.0,5.5,19.63,Industrial,C,vacant,4633.0,1.0,3.03,1.51,,,,,,,,,,False,Clean,False,2,REG-782740806,44434.0,127258.48,123745.97,0.3591,2.7849,0.647,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000277,Land Plot,VN,Ho Chi Minh,10.76871,106.71566,D,USD,2025-10-30,19,182721.0,,,,,,,,7256.0,21.43,,Residential,,,,,,,C,False,,,,,,,,True,Disputed,True,1,REG-996628813,1275855.0,1706062.94,1677646.35,0.7605,1.3149,0.694,denied,"{'legal_clean': False, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000278,Car,VN,Hanoi,21.03266,105.84757,B,USD,2025-10-30,21,49203.0,,,,,,,,,,,,,,,,,,,,2018 Toyota Civic,2018.0,49869.0,4269.0,1.0,14.0,1.0,True,Clean,False,1,REG-907248511,16299.0,23976.26,24014.11,0.6787,1.4733,0.765,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000279,Car,JP,Tokyo,35.7307,139.6938,B,USD,2025-10-30,14,64208.0,,,,,,,,,,,,,,,,,,,,2015 Hyundai CX-5,2015.0,233296.0,3872.0,0.0,7.0,3.0,False,Clean,False,1,REG-172017482,16096.0,23913.17,25034.7,0.6429,1.5553,0.86,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000280,Condo,US,New York,40.663,-74.00108,B,USD,2025-10-30,21,242024.0,2004.0,21.0,4.0,2.0,3.0,2.0,397.0,183.0,26.52,9.58,Commercial,C,vacant,5828.0,1.0,0.57,1.82,,,,,,,,,,False,Clean,False,1,REG-594083145,52450.0,143219.53,129257.05,0.4058,2.4644,0.748,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000281,Apartment,US,San Jose,37.34337,-121.88242,C,USD,2025-10-30,36,196442.0,1989.0,19.0,29.0,3.0,2.0,1.0,152.0,726.0,22.34,25.42,Commercial,C,tenant,375.0,1.0,1.49,0.12,,,,,,,,,,True,Clean,True,0,REG-819956091,33468.0,74354.6,72378.79,0.4624,2.1626,0.597,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000282,Apartment,UK,London,51.49241,-0.1375,C,USD,2025-10-30,29,106930.0,1996.0,12.0,27.0,4.0,1.0,1.0,222.0,517.0,21.44,11.06,Mixed,B,tenant,3730.0,0.0,1.39,0.28,,,,,,,,,,False,Clean,True,0,REG-429595375,15179.0,38023.81,38062.42,0.3988,2.5076,0.695,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000283,Land Plot,FR,Paris,48.88026,2.35861,D,USD,2025-10-30,6,385421.0,,,,,,,,6295.0,59.72,,Agricultural,,,,,,,A,True,,,,,,,,False,Pending Verification,True,0,REG-736504130,937061.0,2913105.25,3064058.61,0.3058,3.2699,0.65,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000284,Land Plot,DE,Berlin,52.53595,13.41034,C,USD,2025-10-30,59,279019.0,,,,,,,,4662.0,50.44,,Commercial,,,,,,,C,False,,,,,,,,True,Clean,False,1,REG-760990446,1165710.0,1884573.33,1852900.76,0.6291,1.5895,0.669,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000285,Apartment,VN,Ho Chi Minh,10.78905,106.71323,B,USD,2025-10-30,58,127772.0,1967.0,5.0,13.0,1.0,1.0,1.0,319.0,712.0,16.8,4.13,Mixed,B,owner,4449.0,1.0,3.12,2.12,,,,,,,,,,True,Clean,True,0,REG-741246948,45236.0,62509.85,61921.48,0.7305,1.3689,0.748,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000286,Condo,VN,Hanoi,21.06822,105.85133,A,USD,2025-10-30,8,254250.0,2017.0,20.0,33.0,2.0,1.0,2.0,234.0,635.0,20.21,10.89,Mixed,E,owner,802.0,0.0,2.12,1.34,,,,,,,,,,False,Clean,True,0,REG-732598154,155303.0,225538.33,208200.72,0.7459,1.3406,0.865,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000287,House,JP,Tokyo,35.66964,139.68888,C,USD,2025-10-30,30,431371.0,1995.0,0.0,4.0,4.0,2.0,2.0,794.0,306.0,29.8,9.69,Mixed,B,owner,1856.0,0.0,1.22,1.53,,,,,,,,,,True,Clean,False,0,REG-252370253,106379.0,164579.2,173777.81,0.6122,1.6336,0.673,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000288,House,US,New York,40.70246,-74.02923,B,USD,2025-10-30,46,367778.0,1979.0,0.0,5.0,2.0,1.0,1.0,1550.0,2333.0,5.19,14.62,Residential,C,owner,3846.0,0.0,0.67,1.32,,,,,,,,,,False,Clean,False,1,REG-431533973,81573.0,179204.27,187853.94,0.4342,2.3029,0.784,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000289,Land Plot,US,San Jose,37.33218,-121.90077,C,USD,2025-10-30,44,228114.0,,,,,,,,3836.0,58.29,,Agricultural,,,,,,,A,True,,,,,,,,True,Clean,True,0,REG-142124447,572012.0,1504755.33,1483719.52,0.3855,2.5939,0.715,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000290,Land Plot,UK,London,51.50959,-0.09122,B,USD,2025-10-30,24,169865.0,,,,,,,,4305.0,31.58,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,True,1,REG-138451506,1633878.0,2167026.94,2251499.92,0.7257,1.378,0.8,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000291,Land Plot,FR,Paris,48.88274,2.3763,D,USD,2025-10-30,35,240594.0,,,,,,,,4466.0,8.35,,Residential,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-206972190,1074342.0,1553825.44,1710591.62,0.6281,1.5922,0.671,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000292,Land Plot,DE,Berlin,52.56896,13.41355,C,USD,2025-10-30,26,334618.0,,,,,,,,4141.0,57.18,,Industrial,,,,,,,D,True,,,,,,,,True,Clean,False,2,REG-240770936,1361781.0,1842258.97,1914339.03,0.7114,1.4058,0.76,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000293,Car,VN,Ho Chi Minh,10.78736,106.7395,D,USD,2025-10-30,7,22942.0,,,,,,,,,,,,,,,,,,,,2010 Mazda Sportage,2010.0,95067.0,4065.0,1.0,2.0,1.0,False,Clean,False,0,REG-333594588,3704.0,7033.67,7051.75,0.5253,1.9038,0.674,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000294,Car,VN,Hanoi,21.00893,105.83676,B,USD,2025-10-30,30,51572.0,,,,,,,,,,,,,,,,,,,,2016 Honda C-Class,2016.0,18398.0,3968.0,0.0,3.0,1.0,True,Clean,False,0,REG-491519526,13944.0,23827.48,24201.53,0.5762,1.7356,0.861,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000295,Land Plot,JP,Tokyo,35.68904,139.68412,B,USD,2025-10-30,29,323776.0,,,,,,,,1855.0,20.88,,Industrial,,,,,,,D,False,,,,,,,,True,Clean,True,2,REG-377235558,320742.0,1046729.87,1074412.5,0.2985,3.3498,0.852,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000296,Apartment,US,New York,40.7096,-74.04168,A,USD,2025-10-30,1,99890.0,2024.0,14.0,26.0,0.0,3.0,0.0,282.0,800.0,16.78,9.52,Mixed,C,owner,2091.0,0.0,5.21,0.62,,,,,,,,,,True,Disputed,False,0,REG-255855771,29201.0,87812.56,89686.35,0.3256,3.0713,0.907,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000297,Apartment,US,San Jose,37.3426,-121.90823,A,USD,2025-10-30,52,244346.0,1973.0,6.0,39.0,0.0,1.0,0.0,162.0,936.0,6.21,13.33,Industrial,B,vacant,3350.0,0.0,2.18,1.04,,,,,,,,,,True,Clean,True,1,REG-486666185,46029.0,153324.36,150296.23,0.3063,3.2653,0.874,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000298,Apartment,UK,London,51.47196,-0.13501,B,USD,2025-10-30,32,86508.0,1993.0,3.0,5.0,1.0,1.0,1.0,141.0,725.0,10.85,11.89,Mixed,E,owner,1481.0,1.0,1.03,0.02,,,,,,,,,,True,Clean,True,0,REG-953251612,24037.0,38764.08,36084.01,0.6661,1.5012,0.733,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000299,Apartment,FR,Paris,48.85893,2.36728,D,USD,2025-10-30,11,140937.0,2014.0,23.0,12.0,5.0,2.0,0.0,61.0,548.0,5.12,3.11,Commercial,D,tenant,34.0,0.0,0.49,2.05,,,,,,,,,,True,Clean,True,0,REG-748865946,30201.0,50232.68,49864.18,0.6057,1.6511,0.664,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000300,Land Plot,DE,Berlin,52.52997,13.41178,B,USD,2025-10-30,42,248767.0,,,,,,,,2911.0,25.43,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,False,2,REG-573836149,1291798.0,1830545.39,1880318.58,0.687,1.4556,0.779,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
